from_x,from_y,to_x,to_y,param1,param2,param3
-31,31,-47,16,48,111,4
-22,40,-47,16,48,109,4
-7,35,-47,16,16,0,4
-4,32,-47,16,8,0,4
-1,29,-47,16,8,0,4
2,25,-47,16,16,0,4
6,21,-47,16,8,0,4
1,47,-1,-47,16,0,4
1,45,-1,-47,16,0,4
2,42,-1,-47,8,0,4
3,38,-1,-47,16,0,4
5,34,-1,-47,8,0,4
7,30,-1,-47,8,0,4
9,26,-1,-47,8,0,4
11,22,-1,-47,8,0,4
14,18,-1,-47,8,0,4
17,13,-1,-47,16,0,4
20,9,-1,-47,8,0,4
22,5,-1,-47,16,0,4
23,1,-1,-47,16,0,4
23,-3,-1,-47,16,0,4
22,-7,-1,-47,16,0,4
20,-11,-1,-47,16,0,4
17,-15,-1,-47,16,0,4
13,-19,-1,-47,16,0,4
9,-22,-1,-47,16,0,4
5,-24,-1,-47,16,1,4
1,-25,-1,-47,16,19,4
-3,-25,-1,-47,16,19,4
-7,-24,-1,-47,16,1,4
-11,-22,-1,-47,16,0,4
-15,-19,-1,-47,16,0,4
-19,-15,-1,-47,16,0,4
-22,-11,-1,-47,16,0,4
-24,-7,-1,-47,16,0,4
-25,-3,-1,-47,16,0,4
-25,1,-1,-47,16,0,4
-24,5,-1,-47,16,0,4
-22,9,-1,-47,16,0,4
-19,13,-1,-47,16,0,4
-15,17,-1,-47,16,0,4
-11,20,-1,-47,16,0,4
-7,22,-1,-47,16,0,4
-3,23,-1,-47,16,0,4
1,23,-1,-47,16,0,4
5,22,-1,-47,16,0,4
9,20,-1,-47,16,0,4
13,17,-1,-47,16,0,4
17,13,-1,-47,16,0,4
20,9,-1,-47,16,0,4
22,5,-1,-47,16,0,4
23,1,-1,-47,16,0,4
23,-3,-1,-47,16,0,4
22,-7,-1,-47,16,0,4
20,-11,-1,-47,16,0,4
17,-15,-1,-47,16,0,4
13,-19,-1,-47,16,0,4
9,-22,-1,-47,16,0,4
5,-24,-1,-47,16,1,4
1,-25,-1,-47,16,19,4
-3,-25,-1,-47,16,19,4
-7,-24,-1,-47,16,1,4
-11,-22,-1,-47,16,0,4
-15,-19,-1,-47,16,0,4
-19,-15,-1,-47,16,0,4
-22,-11,-1,-47,16,0,4
-24,-7,-1,-47,16,0,4
-25,-3,-1,-47,16,0,4
-25,1,-1,-47,16,0,4
-24,5,-1,-47,16,0,4
-22,9,-1,-47,16,0,4
-19,13,-1,-47,16,0,4
-15,17,-1,-47,16,0,4
-11,20,-1,-47,16,0,4
-7,22,-1,-47,16,0,4
-3,23,-1,-47,16,0,4
1,23,-1,-47,16,0,4
5,22,-1,-47,16,0,4
9,20,-1,-47,16,0,4
13,17,-1,-47,16,0,4
17,13,-1,-47,16,0,4
20,9,-1,-47,16,0,4
22,5,-1,-47,16,0,4
23,1,-1,-47,16,0,4
23,-3,-1,-47,16,0,4
22,-7,-1,-47,16,0,4
20,-11,-1,-47,16,0,4
17,-15,-1,-47,16,0,4
13,-19,-1,-47,16,0,4
9,-22,-1,-47,16,0,4
5,-24,-1,-47,16,1,4
1,-25,-1,-47,16,19,4
-3,-25,-1,-47,16,19,4
-7,-24,-1,-47,16,1,4
-11,-22,-1,-47,16,0,4
-15,-19,-1,-47,16,0,4
-19,-15,-1,-47,16,0,4
-22,-11,-1,-47,16,0,4
-24,-7,-1,-47,16,0,4
-25,-3,-1,-47,16,0,4
-25,1,-1,-47,16,0,4
-24,5,-1,-47,16,0,4
-22,9,-1,-47,16,0,4
-19,13,-1,-47,16,0,4
-15,17,-1,-47,16,0,4
-11,20,-1,-47,16,0,4
-7,22,-1,-47,16,0,4
-3,23,-1,-47,16,0,4
1,23,-1,-47,16,0,4
5,22,-1,-47,16,0,4
9,20,-1,-47,16,0,4
13,17,-1,-47,16,0,4
17,13,-1,-47,16,0,4
20,9,-1,-47,16,0,4
22,5,-1,-47,16,0,4
23,1,-1,-47,16,0,4
23,-3,-1,-47,16,0,4
22,-7,-1,-47,16,0,4
20,-11,-1,-47,16,0,4
17,-15,-1,-47,16,0,4
13,-19,-1,-47,16,0,4
9,-22,-1,-47,16,0,4
5,-24,-1,-47,16,1,4
1,-25,-1,-47,16,19,4
-3,-25,-1,-47,16,19,4
-7,-24,-1,-47,16,1,4
-11,-22,-1,-47,16,0,4
-15,-19,-1,-47,16,0,4
-19,-15,-1,-47,16,0,4
-22,-11,-1,-47,16,0,4
-24,-7,-1,-47,16,0,4
-25,-3,-1,-47,16,0,4
-25,1,-1,-47,16,0,4
-24,5,-1,-47,16,0,4
-22,9,-1,-47,16,0,4
-19,13,-1,-47,16,0,4
-15,17,-1,-47,16,0,4
-11,20,-1,-47,16,0,4
-7,22,-1,-47,16,0,4
-3,23,-1,-47,16,0,4
1,23,-1,-47,16,0,4
5,22,-1,-47,16,0,4
9,20,-1,-47,16,0,4
13,17,-1,-47,16,0,4
17,13,-1,-47,16,0,4
20,9,-1,-47,16,0,4
22,5,-1,-47,16,0,4
23,1,-1,-47,16,0,4
23,-3,-1,-47,16,0,4
22,-7,-1,-47,16,0,4
20,-11,-1,-47,16,0,4
17,-15,-1,-47,16,0,4
13,-19,-1,-47,16,0,4
9,-22,-1,-47,16,0,4
5,-24,-1,-47,16,1,4
1,-25,-1,-47,16,19,4
-3,-25,-1,-47,16,19,4
-7,-24,-1,-47,16,1,4
-11,-22,-1,-47,16,0,4
-15,-19,-1,-47,16,0,4
-19,-15,-1,-47,16,0,4
-22,-11,-1,-47,16,0,4
-24,-7,-1,-47,16,0,4
-25,-3,-1,-47,16,0,4
-25,1,-1,-47,16,0,4
-24,5,-1,-47,16,0,4
-22,9,-1,-47,16,0,4
-19,13,-1,-47,16,0,4
-15,17,-1,-47,16,0,4
-11,20,-1,-47,16,0,4
-7,22,-1,-47,16,0,4
-3,23,-1,-47,16,0,4
1,23,-1,-47,16,0,4
5,22,-1,-47,16,0,4
9,20,-1,-47,16,0,4
13,17,-1,-47,16,0,4
17,13,-1,-47,16,0,4
20,9,-1,-47,16,0,4
22,5,-1,-47,16,0,4
23,1,-1,-47,16,0,4
23,-3,-1,-47,16,0,4
22,-7,-1,-47,16,0,4
20,-11,-1,-47,16,0,4
17,-15,-1,-47,16,0,4
13,-19,-1,-47,16,0,4
9,-22,-1,-47,16,0,4
5,-24,-1,-47,16,1,4
1,-25,-1,-47,16,19,4
-3,-25,-1,-47,16,19,4
-7,-24,-1,-47,16,1,4
-11,-22,-1,-47,16,0,4
-15,-19,-1,-47,16,0,4
-19,-15,-1,-47,16,0,4
-22,-11,-1,-47,16,0,4
-24,-7,-1,-47,16,0,4
-25,-3,-1,-47,16,0,4
-25,1,-1,-47,16,0,4
-24,5,-1,-47,16,0,4
-22,9,-1,-47,16,0,4
-19,13,-1,-47,16,0,4
-15,17,-1,-47,16,0,4
-11,20,-1,-47,16,0,4
-7,22,-1,-47,16,0,4
-3,23,-1,-47,16,0,4
1,23,-1,-47,16,0,4
5,22,-1,-47,16,0,4
9,20,-1,-47,16,0,4
13,17,-1,-47,16,0,4
17,13,-1,-47,16,0,4
20,9,-1,-47,16,0,4
22,5,-1,-47,16,0,4
23,1,-1,-47,16,0,4
23,-3,-1,-47,16,0,4
22,-7,-1,-47,16,0,4
20,-11,-1,-47,16,0,4
17,-15,-1,-47,16,0,4
13,-19,-1,-47,16,0,4
9,-22,-1,-47,16,0,4
5,-24,-1,-47,16,1,4
1,-25,-1,-47,16,19,4
-3,-25,-1,-47,16,19,4
-7,-24,-1,-47,16,1,4
-11,-22,-1,-47,16,0,4
-15,-19,-1,-47,16,0,4
-19,-15,-1,-47,16,0,4
-22,-11,-1,-47,16,0,4
-24,-7,-1,-47,16,0,4
-25,-3,-1,-47,16,0,4
-25,1,-1,-47,16,0,4
-24,5,-1,-47,16,0,4
-22,9,-1,-47,16,0,4
-19,13,-1,-47,16,0,4
-15,17,-1,-47,16,0,4
-11,20,-1,-47,16,0,4
-7,22,-1,-47,16,0,4
-3,23,-1,-47,16,0,4
1,23,-1,-47,16,0,4
5,22,-1,-47,16,0,4
9,20,-1,-47,16,0,4
13,17,-1,-47,16,0,4
17,13,-1,-47,16,0,4
20,9,-1,-47,16,0,4
22,5,-1,-47,16,0,4
23,1,-1,-47,16,0,4
23,-3,-1,-47,16,0,4
22,-7,-1,-47,16,0,4
20,-11,-1,-47,16,0,4
17,-15,-1,-47,16,0,4
13,-19,-1,-47,16,0,4
9,-22,-1,-47,16,0,4
5,-24,-1,-47,16,1,4
1,-25,-1,-47,16,19,4
-3,-25,-1,-47,16,19,4
-7,-24,-1,-47,16,1,4
-11,-22,-1,-47,16,0,4
-15,-19,-1,-47,16,0,4
-19,-15,-1,-47,16,0,4
-22,-11,-1,-47,16,0,4
-24,-7,-1,-47,16,0,4
-25,-3,-1,-47,16,0,4
-25,1,-1,-47,16,0,4
-24,5,-1,-47,16,0,4
-22,9,-1,-47,16,0,4
22,-46,-22,47,8,0,4
22,-43,-22,47,16,0,4
22,-39,-22,47,16,0,4
22,-34,-22,47,16,0,4
22,-28,-22,47,16,0,4
22,-21,-22,47,16,0,4
21,-14,-22,47,16,0,4
20,-7,-22,47,8,0,4
19,0,-22,47,8,0,4
17,7,-22,47,58,127,4
9,-47,-9,47,16,0,4
9,-45,-9,47,16,0,4
9,-42,-9,47,16,0,4
10,-38,-9,47,8,0,4
11,-33,-9,47,16,0,4
12,-26,-9,47,8,0,4
14,-18,-9,47,8,0,4
17,-8,-9,47,8,0,4
19,3,-9,47,8,0,4
20,14,-9,47,16,5,4
20,25,-9,47,16,0,4
21,36,-9,47,8,0,4
22,46,-9,47,16,15,4
23,55,-9,47,16,0,4
24,63,-9,47,16,0,4
25,71,-9,47,8,0,4
26,78,-9,47,16,4,4
27,84,-9,47,16,10,4
28,89,-9,47,16,0,4
29,94,-9,47,8,0,4
30,99,-9,47,8,0,4
31,103,-9,47,16,0,4
32,106,-9,47,16,0,4
33,108,-9,47,16,0,4
34,110,-9,47,8,0,4
35,111,-9,47,16,0,4
36,112,-9,47,8,0,4
37,112,-9,47,16,0,4
38,112,-9,47,8,0,4
39,111,-9,47,16,0,4
41,109,-9,47,8,0,4
43,106,-9,47,16,0,4
45,102,-9,47,16,0,4
47,97,-9,47,16,0,4
49,91,-9,47,16,0,4
51,84,-9,47,16,0,4
53,76,-9,47,16,0,4
55,67,-9,47,16,0,4
57,57,-9,47,16,0,4
58,46,-9,47,16,0,4
58,35,-9,47,16,0,4
57,24,-9,47,16,0,4
55,13,-9,47,16,0,4
52,2,-9,47,16,0,4
48,-9,-9,47,16,0,4
43,-20,-9,47,16,0,4
37,-31,-9,47,16,0,4
30,-42,-9,47,16,0,4
23,-52,-9,47,16,0,4
16,-61,-9,47,16,0,4
9,-69,-9,47,16,0,4
2,-76,-9,47,16,0,4
-5,-82,-9,47,16,0,4
-12,-87,-9,47,16,0,4
-19,-91,-9,47,16,0,4
-26,-94,-9,47,16,0,4
-33,-96,-9,47,16,0,4
-40,-97,-9,47,16,0,4
-47,-97,-9,47,16,0,4
-54,-96,-9,47,16,0,4
-61,-94,-9,47,16,0,4
-68,-91,-9,47,16,0,4
-75,-87,-9,47,16,0,4
-82,-82,-9,47,16,0,4
-88,-76,-9,47,16,0,4
-93,-70,-9,47,16,0,4
-97,-64,-9,47,16,0,4
-100,-58,-9,47,16,0,4
-102,-52,-9,47,16,0,4
-103,-46,-9,47,16,0,4
-103,-40,-9,47,16,0,4
-102,-34,-9,47,16,0,4
-100,-28,-9,47,16,0,4
-97,-22,-9,47,16,0,4
-93,-16,-9,47,16,0,4
-88,-10,-9,47,16,0,4
-82,-4,-9,47,16,0,4
-75,2,-9,47,16,0,4
-67,8,-9,47,16,0,4
-58,14,-9,47,16,0,4
-48,20,-9,47,16,0,4
-37,26,-9,47,16,0,4
-25,32,-9,47,16,27,4
-13,37,-9,47,16,1,4
-1,41,-9,47,16,17,4
11,44,-9,47,16,15,4
23,46,-9,47,16,14,4
35,47,-9,47,16,5,4
47,47,-9,47,16,0,4
58,46,-9,47,16,0,4
68,45,-9,47,16,0,4
77,44,-9,47,16,0,4
85,43,-9,47,16,0,4
92,42,-9,47,16,0,4
98,41,-9,47,16,0,4
103,40,-9,47,16,0,4
107,39,-9,47,16,0,4
110,38,-9,47,16,0,4
112,37,-9,47,16,0,4
113,36,-9,47,16,0,4
113,35,-9,47,16,0,4
112,34,-9,47,16,0,4
110,33,-9,47,16,0,4
107,32,-9,47,16,0,4
103,31,-9,47,16,0,4
98,30,-9,47,16,0,4
92,29,-9,47,16,0,4
85,28,-9,47,16,0,4
77,27,-9,47,16,0,4
68,26,-9,47,16,0,4
58,25,-9,47,16,0,4
47,24,-9,47,16,0,4
35,23,-9,47,16,0,4
22,22,-9,47,16,0,4
8,20,-9,47,16,0,4
-6,17,-9,47,16,10,4
-20,13,-9,47,16,0,4
-33,9,-9,47,16,0,4
-45,5,-9,47,16,0,4
-56,1,-9,47,16,0,4
-66,-3,-9,47,16,0,4
-75,-7,-9,47,16,0,4
-83,-11,-9,47,16,0,4
-90,-15,-9,47,16,0,4
-96,-19,-9,47,16,0,4
-101,-23,-9,47,16,0,4
-105,-27,-9,47,16,0,4
-108,-31,-9,47,16,0,4
-110,-35,-9,47,16,0,4
-111,-39,-9,47,16,0,4
-111,-43,-9,47,16,0,4
-110,-47,-9,47,16,0,4
-108,-51,-9,47,16,0,4
-105,-55,-9,47,16,0,4
-101,-59,-9,47,16,0,4
-96,-63,-9,47,16,0,4
-90,-67,-9,47,16,0,4
-83,-71,-9,47,16,0,4
-75,-75,-9,47,16,0,4
-66,-78,-9,47,16,0,4
-57,-80,-9,47,16,0,4
-48,-81,-9,47,16,0,4
-39,-81,-9,47,16,0,4
-30,-80,-9,47,16,0,4
-21,-78,-9,47,16,0,4
-12,-75,-9,47,16,0,4
-3,-71,-9,47,16,0,4
6,-66,-9,47,16,0,4
15,-60,-9,47,16,0,4
24,-53,-9,47,16,0,4
33,-45,-9,47,16,0,4
42,-36,-9,47,16,0,4
50,-27,-9,47,16,0,4
57,-18,-9,47,16,0,4
63,-9,-9,47,16,0,4
68,0,-9,47,16,0,4
72,9,-9,47,16,0,4
75,18,-9,47,16,0,4
77,27,-9,47,16,0,4
78,36,-9,47,16,0,4
78,45,-9,47,16,0,4
77,54,-9,47,16,0,4
75,63,-9,47,16,0,4
72,72,-9,47,16,0,4
68,80,-9,47,16,0,4
64,87,-9,47,16,0,4
60,93,-9,47,16,0,4
56,98,-9,47,16,0,4
52,102,-9,47,16,0,4
48,105,-9,47,16,0,4
44,107,-9,47,16,0,4
40,108,-9,47,16,0,4
36,108,-9,47,16,0,4
32,107,-9,47,16,0,4
28,105,-9,47,16,0,4
24,102,-9,47,16,0,4
20,98,-9,47,16,0,4
16,93,-9,47,16,0,4
12,87,-9,47,16,0,4
8,80,-9,47,16,0,4
4,72,-9,47,16,0,4
0,63,-9,47,16,0,4
-4,53,-9,47,16,27,4
-8,42,-9,47,16,25,4
-12,30,-9,47,16,16,4
-16,17,-9,47,16,0,4
-20,3,-9,47,16,0,4
-23,-11,-9,47,16,0,4
-25,-25,-9,47,16,0,4
-26,-38,-9,47,16,0,4
-27,-50,-9,47,16,0,4
-28,-61,-9,47,16,0,4
-29,-71,-9,47,16,0,4
-30,-80,-9,47,16,0,4
-31,-88,-9,47,16,0,4
-32,-95,-9,47,16,0,4
-33,-101,-9,47,16,0,4
-34,-106,-9,47,16,0,4
-35,-110,-9,47,16,0,4
-36,-113,-9,47,16,0,4
-37,-115,-9,47,16,0,4
-38,-116,-9,47,16,0,4
-39,-116,-9,47,16,0,4
-40,-115,-9,47,16,0,4
-41,-113,-9,47,16,0,4
-42,-110,-9,47,16,0,4
-43,-106,-9,47,16,0,4
-44,-101,-9,47,16,0,4
-45,-95,-9,47,16,0,4
-46,-88,-9,47,16,0,4
-47,-80,-9,47,16,0,4
-48,-71,-9,47,16,0,4
-49,-61,-9,47,16,0,4
-50,-50,-9,47,16,0,4
-50,-38,-9,47,16,0,4
-49,-26,-9,47,16,0,4
-47,-14,-9,47,16,0,4
-44,-2,-9,47,16,0,4
-40,10,-9,47,16,0,4
-35,22,-9,47,16,20,4
-29,34,-9,47,16,0,4
-23,45,-9,47,16,22,4
-17,55,-9,47,16,41,4
-11,64,-9,47,16,21,4
-5,72,-9,47,16,9,4
1,79,-9,47,16,0,4
7,85,-9,47,16,0,4
13,90,-9,47,16,0,4
19,94,-9,47,16,0,4
25,97,-9,47,16,0,4
31,99,-9,47,16,0,4
37,100,-9,47,16,0,4
43,100,-9,47,16,0,4
49,99,-9,47,16,0,4
55,97,-9,47,16,0,4
61,94,-9,47,16,0,4
67,90,-9,47,16,0,4
73,85,-9,47,16,0,4
79,79,-9,47,16,0,4
84,72,-9,47,16,0,4
88,65,-9,47,16,0,4
91,58,-9,47,16,0,4
93,51,-9,47,16,0,4
94,44,-9,47,16,0,4
94,37,-9,47,16,0,4
93,30,-9,47,16,0,4
91,23,-9,47,16,0,4
88,16,-9,47,16,0,4
84,9,-9,47,16,0,4
79,2,-9,47,16,0,4
73,-5,-9,47,16,0,4
66,-12,-9,47,16,0,4
58,-19,-9,47,16,0,4
49,-26,-9,47,16,0,4
39,-33,-9,47,16,0,4
28,-40,-9,47,16,0,4
-46,47,45,-47,8,0,4
-48,45,46,-43,8,0,4
-50,42,47,-38,8,0,4
-52,38,48,-32,8,0,4
-53,34,49,-25,16,0,4
-53,30,50,-17,16,0,4
-52,26,49,-10,16,0,4
-50,22,47,-3,16,0,4
-47,17,44,4,8,0,4
-43,11,40,11,8,0,4
-38,5,35,18,16,0,4
-32,-2,29,25,8,0,4
-25,-9,22,32,16,0,4
-17,-16,15,38,16,0,4
-8,-23,8,43,16,0,4
1,-29,1,47,16,0,4
10,-34,-6,50,16,0,4
19,-38,-13,52,16,0,4
28,-41,-20,53,16,0,4
37,-43,-27,53,16,0,4
46,-44,-34,52,16,0,4
54,-45,-41,50,16,0,4
61,-46,-48,47,16,0,4
67,-47,-54,44,16,0,4
72,-48,-59,41,16,0,4
76,-49,-63,38,16,0,4
79,-50,-68,33,16,0,4
81,-51,-73,27,16,0,4
82,-52,-76,22,16,0,4
82,-53,-78,17,16,0,4
81,-53,-79,10,8,0,4
79,-53,-79,4,16,0,4
76,-53,-78,-2,16,0,4
72,-53,-76,-10,16,0,4
67,-53,-73,-17,16,0,4
61,-53,-69,-24,16,0,4
54,-53,-64,-31,16,0,4
46,-53,-58,-38,16,0,4
38,-52,-51,-45,16,0,4
30,-50,-43,-52,16,0,4
22,-47,-35,-58,16,0,4
14,-43,-27,-63,16,0,4
6,-38,-19,-67,16,7,4
-2,-32,-11,-70,16,0,4
-10,-25,-3,-72,16,0,4
-18,-17,5,-73,16,0,4
-25,-9,13,-73,16,0,4
-31,-1,21,-72,16,0,4
-36,7,29,-70,16,0,4
-40,15,37,-67,16,0,4
-43,23,45,-63,16,0,4
-45,31,53,-58,16,0,4
-46,39,61,-52,16,0,4
-46,47,68,-46,16,0,4
-46,54,74,-40,16,0,4
-46,60,79,-34,16,0,4
-46,65,83,-28,16,0,4
-46,69,86,-22,16,0,4
-46,72,88,-16,16,0,4
-46,74,89,-10,16,0,4
-46,75,89,-4,16,0,4
-46,75,88,2,16,0,4
-46,74,86,10,16,0,4
-46,72,83,17,16,0,4
-46,69,79,24,16,0,4
-46,65,74,31,16,0,4
-46,60,68,38,16,0,4
-46,54,61,45,16,0,4
-46,47,53,52,16,0,4
-46,39,44,59,16,0,4
-45,31,35,65,16,0,4
-43,23,26,70,16,0,4
-40,15,17,74,16,0,4
-36,7,8,77,16,0,4
-31,-1,-1,79,16,0,4
-25,-9,-10,80,16,0,4
-18,-17,-19,80,16,0,4
-10,-25,-28,79,16,0,4
-2,-32,-37,77,16,0,4
6,-38,-46,74,16,0,4
14,-43,-55,70,16,0,4
22,-47,-64,65,16,0,4
30,-50,-73,59,16,0,4
38,-52,-81,53,16,0,4
46,-53,-88,47,16,0,4
54,-53,-94,41,16,0,4
61,-53,-99,35,16,0,4
67,-53,-103,29,16,0,4
72,-53,-106,23,16,0,4
76,-53,-108,17,16,0,4
79,-53,-109,11,16,0,4
81,-53,-109,5,16,0,4
82,-53,-108,-1,16,0,4
82,-53,-106,-9,16,0,4
81,-53,-103,-16,16,0,4
79,-53,-99,-23,16,0,4
76,-53,-94,-30,16,0,4
72,-53,-88,-37,16,0,4
67,-53,-81,-44,16,0,4
61,-53,-73,-51,16,0,4
54,-53,-64,-58,16,0,4
46,-53,-54,-65,16,0,4
38,-52,-44,-71,16,0,4
30,-50,-34,-76,16,0,4
22,-47,-24,-80,16,0,4
14,-43,-14,-83,16,0,4
6,-38,-4,-85,16,0,4
-2,-32,6,-86,16,0,4
-10,-25,16,-86,16,0,4
-18,-17,26,-85,16,0,4
-25,-9,36,-83,16,0,4
-31,-1,46,-80,16,0,4
-36,7,56,-76,16,0,4
-40,15,66,-71,16,0,4
-43,23,76,-65,16,0,4
-45,31,85,-59,16,0,4
-46,39,93,-53,16,0,4
-46,47,100,-47,16,0,4
-46,54,106,-41,16,0,4
-46,60,111,-35,16,0,4
-46,65,115,-29,16,0,4
-46,69,118,-23,16,0,4
-46,72,120,-17,16,0,4
-46,74,121,-11,16,0,4
-46,75,121,-5,16,0,4
-46,75,120,1,16,0,4
-46,74,118,9,16,0,4
-46,72,115,16,16,0,4
-46,69,111,23,16,0,4
-46,65,106,30,16,0,4
-46,60,100,37,16,0,4
-46,54,93,44,16,0,4
-46,47,85,51,16,0,4
-46,39,76,58,16,0,4
-45,31,66,65,16,0,4
-43,23,55,72,16,0,4
-40,15,44,78,16,0,4
-36,7,33,83,16,0,4
-31,-1,22,87,16,0,4
-25,-9,11,90,16,0,4
-18,-17,0,92,16,0,4
-10,-25,-11,93,16,0,4
-2,-32,-22,93,16,0,4
6,-38,-33,92,16,0,4
14,-43,-44,90,16,0,4
22,-47,-55,87,16,0,4
30,-50,-66,83,16,0,4
38,-52,-77,78,16,0,4
46,-53,-88,72,16,0,4
54,-53,-98,66,16,0,4
61,-53,-107,60,16,0,4
67,-53,-115,54,16,0,4
72,-53,-122,48,16,0,4
76,-53,-128,42,16,0,4
79,-53,-133,36,16,0,4
81,-53,-137,30,16,0,4
82,-53,-140,24,16,0,4
37,46,-36,-47,8,0,4
39,42,-34,-47,8,0,4
41,37,-31,-47,16,0,4
42,31,-27,-47,8,0,4
43,25,-22,-47,8,0,4
43,19,-16,-47,16,0,4
43,13,-9,-47,8,0,4
42,7,-1,-45,16,0,4
40,1,6,-42,16,0,4
37,-5,13,-38,16,0,4
33,-11,20,-33,16,0,4
27,-18,27,-27,58,166,4
11,47,-12,-47,24,0,4
-12,-47,12,47,16,0,4
9,45,-12,-45,4,0,4
-12,-45,10,45,16,0,4
6,42,-12,-42,7,0,4
-12,-42,7,42,16,0,4
2,38,-12,-38,12,0,4
-12,-38,3,38,16,0,4
-3,33,-12,-33,20,0,4
-12,-33,-2,33,16,0,4
-8,27,-12,-27,26,14,4
-13,-27,-8,27,8,0,4
-13,20,-14,-20,29,44,4
-13,-21,-13,20,58,134,4
-5,47,5,-47,16,0,4
6,-47,-5,47,50,22,4
8,-45,-5,45,16,0,4
-2,43,12,-38,10,0,4
-1,41,14,-33,8,0,4
0,38,16,-27,16,0,4
1,35,18,-20,8,0,4
3,32,20,-12,8,0,4
5,29,21,-4,8,0,4
7,25,21,4,16,0,4
10,21,20,12,8,11,4
13,17,18,20,8,1,4
18,20,13,16,27,45,4
15,27,16,12,50,116,4
23,1,6,42,16,0,4
23,-3,3,45,16,0,4
22,-7,0,47,16,0,4
20,-11,-3,48,16,0,4
17,-15,-6,48,16,0,4
13,-19,-9,47,16,0,4
9,-22,-12,45,16,0,4
5,-24,-15,42,16,0,4
1,-25,-18,38,16,0,4
-3,-25,-21,33,16,0,4
-7,-24,-24,27,16,0,4
-11,-22,-27,20,16,0,4
-15,-19,-29,13,16,0,4
-19,-15,-30,6,16,0,4
-22,-11,-30,-1,16,20,4
-30,-1,-22,-11,43,69,4
-27,-15,-25,-3,9,7,4
-24,-22,-25,1,50,115,4
-8,-44,-15,17,7,0,4
-11,20,-4,-47,16,0,4
-4,-47,-11,20,12,0,4
-7,22,0,-49,16,0,4
0,-49,-7,22,9,0,4
-3,23,4,-50,16,0,4
4,-50,-3,23,9,0,4
1,23,8,-50,16,0,4
8,-50,1,23,7,0,4
5,22,12,-49,16,0,4
12,-49,5,22,5,0,4
9,20,16,-47,16,0,4
16,-47,9,20,5,0,4
13,17,20,-44,16,0,4
20,-44,13,17,2,0,4
17,13,24,-40,16,0,4
20,9,28,-35,16,0,4
22,5,32,-29,16,0,4
23,1,35,-23,16,0,4
23,-3,37,-17,16,35,4
37,-17,23,-3,50,137,4
47,41,-47,-41,16,0,4
44,40,-41,-45,58,90,4
2,25,-11,-74,6,0,4
-6,22,-8,-76,8,0,4
-14,18,-3,-75,16,0,4
-22,13,1,-74,16,0,4
-29,9,5,-72,8,0,4
-34,5,9,-69,8,0,4
-38,1,11,-67,16,0,4
-41,-3,14,-63,16,0,4
-43,-7,19,-56,16,0,4
-44,-11,23,-49,16,0,4
-44,-15,27,-41,16,0,4
-43,-19,29,-32,16,0,4
-41,-23,30,-20,16,0,4
-38,-27,31,-9,16,0,4
-34,-31,31,2,16,0,4
-29,-35,30,13,16,0,4
-24,-38,28,24,16,0,4
-18,-40,25,35,8,0,4
-11,-41,22,43,8,0,4
-4,-41,19,49,16,0,4
4,-40,14,53,8,0,4
12,-38,8,55,16,0,4
20,-35,3,55,16,0,4
28,-31,0,55,16,0,4
36,-26,-2,56,16,0,4
43,-21,-5,57,16,0,4
49,-16,-10,54,16,0,4
54,-11,-16,49,16,0,4
58,-6,-19,42,16,0,4
61,-1,-23,35,16,0,4
63,4,-25,25,16,0,4
64,9,-29,16,16,0,4
64,15,-31,7,8,0,4
63,21,-32,-2,16,0,4
61,27,-32,-11,16,0,4
58,33,-31,-20,16,0,4
54,39,-29,-29,16,0,4
49,45,-26,-37,16,0,4
43,51,-23,-44,16,0,4
37,56,-20,-50,16,0,4
31,60,-17,-55,16,0,4
25,63,-14,-59,16,0,4
19,65,-11,-62,16,0,4
13,66,-8,-64,16,0,4
7,66,-5,-65,16,0,4
1,65,-2,-65,16,0,4
-5,63,1,-64,16,0,4
-11,60,4,-62,16,0,4
-17,56,7,-59,16,0,4
-23,51,10,-57,16,0,4
-29,45,15,-55,16,0,4
-35,38,17,-49,16,0,4
-41,30,22,-45,16,0,4
-46,22,26,-37,16,0,4
-50,14,32,-31,16,0,4
-53,6,38,-22,16,0,4
-55,-2,42,-14,16,0,4
-56,-10,45,-4,16,0,4
-56,-18,47,5,16,0,4
-55,-26,48,14,16,0,4
-53,-34,46,23,16,0,4
-50,-42,46,32,16,0,4
-46,-50,42,39,58,83,4
-34,-68,28,65,6,0,4
-30,-72,22,73,16,0,4
-26,-75,17,77,16,0,4
-22,-77,14,83,16,0,4
-18,-78,8,85,16,0,4
-14,-78,3,85,16,0,4
-10,-77,-2,85,16,0,4
-5,-76,-5,84,58,15,4
15,-62,-23,68,14,0,4
20,-56,-29,64,16,0,4
25,-49,-34,56,16,0,4
30,-41,-37,48,16,0,4
35,-32,-41,41,16,0,4
39,-23,-46,31,16,0,4
42,-14,-47,22,16,0,4
44,-5,-48,13,16,0,4
45,4,-46,4,58,84,4
42,31,-41,-23,6,0,4
39,40,-39,-34,16,0,4
36,48,-35,-44,16,0,4
33,55,-31,-53,16,0,4
30,61,-27,-61,16,0,4
27,66,-23,-68,16,0,4
24,71,-19,-74,8,0,4
21,75,-15,-79,16,0,4
18,78,-11,-85,16,0,4
15,80,-7,-89,16,0,4
12,81,-5,-90,16,0,4
9,81,-2,-91,16,0,4
