from_x,from_y,to_x,to_y,param1,param2,param3
20,47,-42,-42,5,0,4
-50,-42,11,50,16,0,4
11,50,-51,-42,5,0,4
-57,-43,2,52,16,0,4
2,52,-58,-43,5,0,4
-63,-44,-7,53,16,0,4
-7,53,-64,-44,5,0,4
-68,-45,-16,53,16,0,4
-16,53,-69,-45,5,0,4
-72,-46,-25,52,16,0,4
-25,52,-73,-46,5,0,4
-75,-47,-34,50,16,0,4
-34,50,-76,-47,5,0,4
-77,-48,-43,47,16,0,4
-43,47,-78,-48,5,0,4
-78,-49,-52,43,16,0,4
-52,43,-79,-49,5,0,4
-78,-50,-60,39,16,0,4
-60,39,-79,-50,5,0,4
-77,-51,-67,35,16,0,4
-67,35,-78,-51,5,0,4
-75,-52,-73,31,16,0,4
-73,31,-76,-52,5,0,4
-72,-53,-78,27,16,0,4
-78,27,-73,-53,5,0,4
-68,-54,-82,23,16,0,4
-82,23,-69,-54,5,0,4
-63,-55,-85,19,16,0,4
-85,19,-64,-55,5,0,4
-57,-56,-87,15,16,0,4
-87,15,-58,-56,5,0,4
-50,-57,-88,11,16,0,4
-88,11,-51,-57,5,0,4
-43,-57,-88,7,16,0,4
-88,7,-43,-58,5,0,4
-36,-56,-87,3,16,0,4
-87,3,-36,-57,5,0,4
-29,-54,-85,-1,16,0,4
-85,-1,-29,-55,5,0,4
-22,-51,-82,-5,16,0,4
-82,-5,-22,-52,5,0,4
-15,-47,-78,-9,16,0,4
-78,-9,-15,-48,5,0,4
-8,-42,-73,-13,16,0,4
-73,-13,-8,-43,5,0,4
-1,-36,-67,-17,16,0,4
-67,-17,-1,-37,5,0,4
6,-29,-60,-21,16,0,4
-60,-21,6,-30,5,0,4
13,-21,-52,-25,16,0,4
-52,-25,13,-22,5,0,4
20,-12,-43,-29,16,0,4
-43,-29,20,-13,5,0,4
26,-3,-33,-33,16,0,4
-33,-33,27,-3,5,0,4
31,6,-22,-36,16,0,4
-22,-36,32,6,5,0,4
35,15,-11,-38,16,0,4
-11,-38,36,15,5,0,4
38,24,0,-39,16,0,4
0,-39,39,24,5,0,4
40,33,11,-39,16,0,4
11,-39,41,33,5,0,4
41,42,22,-38,16,0,4
22,-38,42,42,5,0,4
42,50,33,-36,16,0,4
33,-36,42,51,5,0,4
43,57,44,-33,16,0,4
44,-33,43,58,5,0,4
44,63,54,-30,16,0,4
54,-30,44,64,5,0,4
45,68,63,-27,16,0,4
63,-27,45,69,5,0,4
46,72,71,-24,16,0,4
71,-24,46,73,5,0,4
47,75,78,-21,16,0,4
78,-21,47,76,5,0,4
48,77,84,-18,16,0,4
84,-18,48,78,5,0,4
49,78,89,-15,16,0,4
89,-15,49,79,5,0,4
50,78,93,-12,16,0,4
93,-12,50,79,5,0,4
51,77,96,-9,16,0,4
96,-9,51,78,5,0,4
52,75,98,-6,16,0,4
98,-6,52,76,5,0,4
53,72,99,-3,16,0,4
99,-3,53,73,5,0,4
54,68,99,0,16,0,4
99,0,54,69,5,0,4
55,63,98,3,16,0,4
98,3,55,64,5,0,4
56,57,96,6,16,0,4
96,6,56,58,5,0,4
57,50,93,9,16,0,4
93,9,57,51,5,0,4
57,43,89,12,16,14,4
89,12,58,43,5,0,4
56,36,84,15,16,0,4
84,15,57,36,5,0,4
54,29,78,18,16,0,4
78,18,55,29,5,0,4
51,22,71,21,16,25,4
71,21,52,22,5,0,4
47,15,63,24,16,0,4
63,24,48,15,5,0,4
42,8,54,27,16,0,4
54,27,43,8,5,0,4
36,1,44,30,16,0,4
44,30,37,1,5,0,4
29,-6,33,33,16,1,4
33,33,30,-6,5,0,4
21,-13,21,35,16,1,4
21,35,22,-13,5,0,4
12,-20,9,36,16,0,4
9,36,13,-20,5,0,4
3,-26,-3,36,16,0,4
-3,36,3,-27,5,0,4
-6,-31,-15,35,16,0,4
-15,35,-6,-32,5,0,4
-15,-35,-27,33,16,0,4
-27,33,-15,-36,5,0,4
-24,-38,-39,30,16,0,4
-39,30,-24,-39,5,0,4
-33,-40,-50,27,16,0,4
-50,27,-33,-41,5,0,4
-42,-41,-60,24,16,0,4
-60,24,-42,-42,5,0,4
-50,-42,-69,21,16,0,4
-69,21,-51,-42,5,0,4
-57,-43,-77,18,16,0,4
-77,18,-58,-43,5,0,4
-63,-44,-84,15,16,0,4
-84,15,-64,-44,5,0,4
-68,-45,-90,12,16,0,4
-90,12,-69,-45,5,0,4
-72,-46,-95,9,16,0,4
-95,9,-73,-46,5,0,4
-75,-47,-99,6,16,0,4
-99,6,-76,-47,5,0,4
-77,-48,-102,3,16,0,4
-102,3,-78,-48,5,0,4
-78,-49,-104,0,16,0,4
-104,0,-79,-49,5,0,4
-78,-50,-105,-3,16,0,4
-105,-3,-79,-50,5,0,4
-77,-51,-105,-6,16,0,4
-105,-6,-78,-51,5,0,4
-75,-52,-104,-9,16,0,4
-104,-9,-76,-52,5,0,4
-72,-53,-102,-12,16,0,4
-102,-12,-73,-53,5,0,4
-68,-54,-99,-15,16,0,4
-99,-15,-69,-54,5,0,4
-63,-55,-95,-18,16,0,4
-95,-18,-64,-55,5,0,4
-57,-56,-90,-21,16,9,4
-90,-21,-58,-56,5,0,4
-50,-57,-84,-24,16,13,4
-84,-24,-51,-57,5,0,4
-43,-57,-77,-27,16,4,4
-77,-27,-43,-58,5,0,4
-36,-56,-69,-30,16,0,4
-69,-30,-36,-57,5,0,4
-29,-54,-60,-33,16,0,4
-60,-33,-29,-55,5,0,4
-22,-51,-50,-36,16,0,4
-50,-36,-22,-52,5,0,4
-15,-47,-39,-39,16,0,4
-39,-39,-15,-48,5,0,4
-8,-42,-27,-41,16,25,4
-27,-41,-8,-43,5,0,4
-1,-36,-15,-42,16,0,4
-15,-42,-1,-37,5,0,4
6,-29,-3,-42,16,7,4
-3,-42,6,-30,5,0,4
13,-21,9,-41,16,10,4
9,-41,13,-22,5,0,4
20,-12,21,-39,16,19,4
21,-39,20,-13,5,0,4
26,-3,33,-36,16,0,4
33,-36,27,-3,5,0,4
31,6,45,-32,16,0,4
45,-32,32,6,5,0,4
35,15,56,-28,16,0,4
56,-28,36,15,5,0,4
38,24,66,-24,16,0,4
66,-24,39,24,5,0,4
40,33,75,-20,16,0,4
75,-20,41,33,5,0,4
41,42,83,-16,16,0,4
83,-16,42,42,5,0,4
42,50,90,-12,16,0,4
90,-12,42,51,5,0,4
43,57,96,-8,16,0,4
96,-8,43,58,5,0,4
44,63,101,-4,16,0,4
101,-4,44,64,5,0,4
45,68,105,0,16,0,4
105,0,45,69,5,0,4
46,72,108,4,16,0,4
108,4,46,73,5,0,4
47,75,110,8,16,0,4
110,8,47,76,5,0,4
48,77,111,12,16,0,4
111,12,48,78,5,0,4
49,78,111,16,16,0,4
111,16,49,79,5,0,4
50,78,110,20,16,0,4
110,20,50,79,5,0,4
51,77,108,24,16,0,4
108,24,51,78,5,0,4
52,75,105,28,16,0,4
105,28,52,76,5,0,4
53,72,101,32,16,0,4
101,32,53,73,5,0,4
54,68,96,36,16,0,4
96,36,54,69,5,0,4
55,63,90,40,16,0,4
90,40,55,64,5,0,4
56,57,83,44,16,0,4
83,44,56,58,5,0,4
57,50,75,48,16,21,4
75,48,57,51,5,0,4
57,43,66,52,16,40,4
66,52,58,43,5,4,4
56,36,56,56,15,26,4
56,56,57,36,5,0,4
54,29,45,59,16,0,4
45,59,55,29,5,0,4
51,22,34,61,16,0,4
34,61,52,22,5,0,4
47,15,23,62,16,0,4
23,62,48,15,5,0,4
42,8,12,62,16,0,4
12,62,43,8,5,0,4
36,1,1,61,16,0,4
1,61,37,1,5,0,4
29,-6,-10,59,16,0,4
-10,59,30,-6,5,0,4
21,-13,-21,56,16,0,4
-21,56,22,-13,5,0,4
12,-20,-32,52,16,0,4
-32,52,13,-20,5,0,4
3,-26,-43,47,16,0,4
-43,47,3,-27,5,0,4
-6,-31,-54,41,16,0,4
-54,41,-6,-32,5,0,4
-15,-35,-64,35,16,0,4
-64,35,-15,-36,5,0,4
-24,-38,-73,29,16,0,4
-73,29,-24,-39,5,0,4
-33,-40,-81,23,16,0,4
-81,23,-33,-41,5,0,4
-42,-41,-88,17,16,0,4
-88,17,-42,-42,5,0,4
-50,-42,-94,11,16,0,4
-94,11,-51,-42,5,0,4
-57,-43,-99,5,16,0,4
-99,5,-58,-43,5,0,4
-63,-44,-103,-1,16,0,4
-103,-1,-64,-44,5,0,4
-68,-45,-106,-7,16,11,4
-106,-7,-69,-45,5,0,4
-72,-46,-108,-13,16,5,4
-108,-13,-73,-46,5,0,4
-75,-47,-109,-19,16,0,4
-109,-19,-76,-47,5,0,4
-77,-48,-109,-25,16,0,4
-109,-25,-78,-48,5,0,4
-78,-49,-108,-31,16,0,4
-108,-31,-79,-49,5,0,4
-78,-50,-106,-37,16,0,4
-106,-37,-79,-50,5,0,4
-77,-51,-103,-43,16,0,4
-103,-43,-78,-51,5,0,4
46,-24,-47,23,8,0,4
43,-25,-45,23,16,0,4
39,-27,-42,23,8,0,4
33,-29,-38,23,8,0,4
-38,23,34,-29,9,0,4
26,-31,-33,23,16,0,4
-33,23,26,-31,50,67,4
-27,23,19,-32,14,0,4
-3,20,-2,-29,50,96,4
17,13,-16,-22,8,0,4
-34,-7,41,1,16,0,4
-38,-2,47,-3,16,0,4
47,-3,-38,-2,47,54,4
-44,18,61,-19,10,0,4
-43,23,62,-23,16,0,4
-41,28,62,-27,16,0,4
-38,33,61,-31,16,0,4
-34,38,59,-35,16,0,4
-30,42,56,-39,16,0,4
56,-39,-30,42,43,29,4
-22,47,47,-47,3,0,4
-18,48,41,-50,16,0,4
-14,48,35,-52,16,0,4
-10,47,29,-53,16,0,4
-6,45,23,-53,16,0,4
-2,43,17,-52,8,0,4
2,40,11,-50,16,0,4
11,-50,2,40,38,3,4
6,36,5,-47,13,0,4
5,-47,6,36,45,50,4
25,8,-25,-17,6,0,4
27,3,-30,-9,16,0,4
28,-2,-34,-1,16,0,4
-34,-1,28,-2,47,76,4
18,-26,-39,39,16,0,4
14,-29,-37,46,16,0,4
10,-31,-33,52,16,0,4
6,-32,-28,57,16,0,4
2,-32,-24,61,16,0,4
-2,-31,-20,64,16,0,4
-6,-29,-16,66,16,0,4
-16,66,-6,-29,23,0,4
-10,-26,-12,67,16,0,4
-12,67,-10,-26,43,32,4
-21,-12,0,64,16,0,4
-23,-7,4,61,16,0,4
-24,-2,8,57,16,0,4
-24,3,12,52,16,0,4
-23,8,16,46,16,8,4
16,46,-23,8,47,96,4
28,22,-14,22,25,34,4
2,28,34,-14,14,0,4
6,27,33,-23,16,0,4
10,25,31,-32,16,0,4
14,22,29,-40,16,0,4
18,18,25,-47,16,0,4
21,13,22,-53,16,0,4
22,-53,21,13,48,75,4
21,-12,7,-68,16,0,4
18,-17,4,-68,16,0,4
14,-22,1,-67,16,0,4
10,-26,-2,-65,16,0,4
6,-29,-5,-62,16,0,4
2,-31,-8,-58,16,0,4
-2,-32,-11,-53,16,0,4
-6,-32,-14,-47,16,0,4
-10,-31,-17,-40,16,19,4
-14,-29,-20,-32,16,0,4
-18,-26,-23,-23,16,6,4
-22,-22,-25,-13,16,8,4
-25,-17,-26,-3,16,29,4
-26,-3,-25,-17,50,116,4
-22,46,22,-47,8,0,4
-22,43,22,-45,16,0,4
-23,39,22,-42,8,0,4
-24,34,22,-38,16,0,4
22,-33,-25,28,30,0,4
-25,28,22,-33,16,0,4
22,-27,-26,21,50,103,4
-27,22,22,-27,58,126,4
-22,-8,16,17,16,0,4
-18,-14,13,26,16,0,4
-13,-20,10,34,16,0,4
-8,-25,7,41,16,0,4
-3,-29,4,47,16,0,4
1,52,2,-32,36,23,4
1,-33,1,52,58,90,4
17,-39,-11,62,9,0,4
21,-38,-14,62,16,0,4
25,-36,-17,61,16,0,4
29,-33,-20,59,16,0,4
33,-29,-23,56,16,0,4
36,-25,-26,52,16,0,4
-29,47,38,-21,50,79,4
38,-21,-29,47,58,102,4
-47,-48,47,47,8,0,4
-47,-49,47,48,8,0,4
-48,-50,48,49,8,0,4
-50,-51,50,50,8,0,4
-53,-52,52,51,8,0,4
-56,-54,54,53,8,0,4
-58,-57,56,56,8,0,4
-58,-61,58,59,8,0,4
-58,-65,61,62,8,0,4
-58,-69,65,65,8,0,4
-57,-72,69,68,8,0,4
-56,-73,73,72,8,0,4
-55,-73,77,77,16,0,4
-54,-72,81,82,16,0,4
-53,-70,86,87,16,0,4
-52,-66,92,92,8,0,4
-51,-61,98,97,16,0,4
-50,-55,104,103,16,0,4
-49,-47,108,108,8,0,4
-47,-38,113,114,8,0,4
-44,-29,117,118,16,0,4
-40,-20,121,121,16,0,4
-35,-10,124,123,8,0,4
-29,1,126,125,8,0,4
-22,13,127,127,8,0,4
-14,25,127,128,16,0,4
-6,36,127,128,16,0,4
2,46,127,127,16,0,4
10,55,128,127,16,0,4
18,63,127,126,16,0,4
26,70,127,127,16,0,4
34,76,127,128,16,0,4
42,81,126,127,16,0,4
50,85,127,127,16,0,4
58,88,128,127,16,0,4
66,90,127,126,16,0,4
74,91,127,127,16,0,4
82,91,127,128,16,0,4
90,90,126,127,16,10,4
97,88,127,127,16,0,4
103,86,128,127,16,0,4
108,84,127,126,16,0,4
112,82,127,127,16,0,4
115,80,127,128,16,0,4
117,78,126,127,16,0,4
118,76,127,127,16,0,4
118,74,128,127,16,0,4
117,72,127,126,16,0,4
115,70,127,127,16,0,4
112,68,127,128,16,0,4
108,66,126,127,16,0,4
103,64,127,127,16,0,4
97,62,128,127,16,0,4
90,60,127,126,16,0,4
82,58,127,127,16,0,4
73,56,127,128,16,0,4
63,54,126,127,16,0,4
52,52,127,127,16,0,4
40,49,128,127,16,0,4
28,45,127,126,16,0,4
16,40,127,127,16,0,4
4,34,127,128,16,0,4
-8,27,126,127,16,0,4
-20,19,127,127,16,0,4
-31,11,128,127,16,0,4
-41,3,127,126,16,0,4
-50,-5,127,127,16,0,4
-58,-13,127,128,16,0,4
-65,-21,126,127,16,0,4
-71,-29,127,127,16,0,4
-76,-37,128,127,16,0,4
-80,-45,127,126,16,0,4
-83,-53,127,127,16,0,4
-85,-61,127,128,16,0,4
-86,-69,126,127,16,0,4
-86,-77,127,127,16,0,4
-85,-85,128,127,16,0,4
-83,-92,127,126,16,0,4
-81,-98,127,127,16,0,4
-79,-103,127,128,16,0,4
-77,-107,126,127,16,0,4
-75,-110,127,127,16,0,4
-73,-112,128,127,16,0,4
-71,-113,127,126,16,0,4
-69,-113,127,127,16,0,4
-67,-112,127,128,16,0,4
-65,-110,126,127,16,0,4
-63,-107,127,127,16,0,4
-61,-103,128,127,16,0,4
-59,-98,127,126,16,0,4
-57,-92,127,127,16,0,4
-55,-85,127,128,16,0,4
-53,-77,126,127,16,0,4
-51,-68,127,127,16,0,4
-49,-58,128,127,16,0,4
-47,-47,127,126,16,0,4
-44,-35,127,127,16,0,4
-40,-23,127,128,16,0,4
-35,-11,126,127,16,0,4
-29,1,127,127,16,0,4
-22,13,128,127,16,0,4
-14,25,127,126,16,0,4
-6,36,127,127,16,0,4
2,46,127,128,16,0,4
10,55,126,127,16,0,4
18,63,127,127,16,0,4
26,70,128,127,16,0,4
34,76,127,126,16,0,4
42,81,127,127,16,0,4
50,85,127,128,16,0,4
58,88,126,127,16,0,4
66,90,127,127,16,0,4
74,91,128,127,16,0,4
82,91,127,126,16,0,4
90,90,127,127,16,12,4
97,88,127,128,16,0,4
103,86,126,127,16,0,4
108,84,127,127,16,0,4
112,82,128,127,16,0,4
115,80,127,126,16,0,4
117,78,127,127,16,0,4
118,76,127,128,16,0,4
118,74,126,127,16,0,4
117,72,127,127,16,0,4
115,70,128,127,16,0,4
112,68,127,126,16,0,4
108,66,127,127,16,0,4
103,64,127,128,16,0,4
97,62,126,127,16,0,4
90,60,127,127,16,0,4
82,58,128,127,16,0,4
73,56,127,126,16,0,4
63,54,127,127,16,0,4
52,52,127,128,16,0,4
40,49,126,127,16,0,4
28,45,127,127,16,0,4
16,40,128,127,16,0,4
4,34,127,126,16,0,4
-8,27,127,127,16,0,4
-20,19,127,128,16,0,4
-31,11,126,127,16,0,4
-41,3,127,127,16,0,4
-50,-5,128,127,16,0,4
-58,-13,127,126,16,0,4
-65,-21,127,127,16,0,4
-71,-29,127,128,16,0,4
-76,-37,126,127,16,0,4
-80,-45,127,127,16,0,4
-83,-53,128,127,16,0,4
-85,-61,127,126,16,0,4
-86,-69,127,127,16,0,4
-86,-77,127,128,16,0,4
-85,-85,126,127,16,0,4
-83,-92,127,127,16,0,4
-81,-98,128,127,16,0,4
-79,-103,127,126,16,0,4
-77,-107,127,127,16,0,4
-75,-110,127,128,16,0,4
-73,-112,126,127,16,0,4
-71,-113,127,127,16,0,4
-69,-113,128,127,16,0,4
-67,-112,127,126,16,0,4
-65,-110,127,127,16,0,4
-63,-107,127,128,16,0,4
-61,-103,126,127,16,0,4
-59,-98,127,127,16,0,4
-57,-92,128,127,16,0,4
-55,-85,127,126,16,0,4
-53,-77,127,127,16,0,4
-51,-68,127,128,16,0,4
-49,-58,126,127,16,0,4
-47,-47,127,127,16,0,4
-44,-35,128,127,16,0,4
-40,-23,127,126,16,0,4
-35,-11,127,127,16,0,4
-29,1,127,128,16,0,4
-22,13,126,127,16,0,4
-14,25,127,127,16,0,4
-6,36,128,127,16,0,4
2,46,127,126,16,0,4
10,55,127,127,16,0,4
18,63,127,128,16,0,4
26,70,126,127,16,0,4
34,76,127,127,16,0,4
42,81,128,127,16,0,4
50,85,127,126,16,0,4
58,88,127,127,16,0,4
66,90,127,128,16,0,4
74,91,126,127,16,0,4
82,91,127,127,16,0,4
90,90,128,127,16,9,4
97,88,127,126,16,0,4
103,86,127,127,16,0,4
108,84,127,128,16,0,4
112,82,126,127,16,0,4
115,80,127,127,16,0,4
117,78,128,127,16,0,4
118,76,127,126,16,0,4
118,74,127,127,16,0,4
117,72,127,128,16,0,4
115,70,126,127,16,0,4
112,68,127,127,16,0,4
108,66,128,127,16,0,4
103,64,127,126,16,0,4
97,62,127,127,16,0,4
90,60,127,128,16,0,4
82,58,126,127,16,0,4
73,56,127,127,16,0,4
63,54,128,127,16,0,4
52,52,127,126,16,0,4
40,49,127,127,16,0,4
28,45,127,128,16,0,4
16,40,126,127,16,0,4
4,34,127,127,16,0,4
-8,27,128,127,16,0,4
-20,19,127,126,16,0,4
-31,11,127,127,16,0,4
-41,3,127,128,16,0,4
-50,-5,126,127,16,0,4
-58,-13,127,127,16,0,4
-65,-21,128,127,16,0,4
-71,-29,127,126,16,0,4
-76,-37,127,127,16,0,4
-80,-45,127,128,16,0,4
-83,-53,126,127,16,0,4
-85,-61,127,127,16,0,4
-86,-69,128,127,16,0,4
-86,-77,127,126,16,0,4
-85,-85,127,127,16,0,4
-83,-92,127,128,16,0,4
-81,-98,126,127,16,0,4
-79,-103,127,127,16,0,4
-77,-107,128,127,16,0,4
-75,-110,127,126,16,0,4
-73,-112,127,127,16,0,4
-71,-113,127,128,16,0,4
-69,-113,126,127,16,0,4
-67,-112,127,127,16,0,4
-65,-110,128,127,16,0,4
-63,-107,127,126,16,0,4
-61,-103,127,127,16,0,4
-59,-98,127,128,16,0,4
-57,-92,126,127,16,0,4
-55,-85,127,127,16,0,4
-53,-77,128,127,16,0,4
-51,-68,127,126,16,0,4
-49,-58,127,127,16,0,4
-47,-47,127,128,16,0,4
-44,-35,126,127,16,0,4
-40,-23,127,127,16,0,4
-35,-11,128,127,16,0,4
-29,1,127,126,16,0,4
-22,13,127,127,16,0,4
-14,25,127,128,16,0,4
-6,36,126,127,16,0,4
2,46,127,127,16,0,4
47,40,-47,-39,8,0,4
44,42,-47,-41,8,0,4
40,44,-47,-44,58,84,4
15,49,-57,-64,14,0,4
10,48,-62,-68,16,0,4
5,46,-68,-72,16,0,4
0,43,-75,-76,16,0,4
-5,39,-83,-80,16,0,4
-10,34,-91,-85,16,0,4
-15,28,-97,-89,16,0,4
-20,21,-102,-93,16,0,4
-25,13,-106,-97,16,0,4
-29,5,-111,-103,16,0,4
-32,-3,-114,-108,16,0,4
-34,-11,-116,-113,16,0,4
-35,-19,-117,-118,16,0,4
-35,-27,-118,-122,16,0,4
-34,-35,-119,-125,16,0,4
-34,-41,-120,-127,58,89,4
-34,-66,-127,-124,6,0,4
-34,-69,-128,-122,16,0,4
-34,-72,-128,-120,8,0,4
-34,-74,-127,-118,16,0,4
-34,-75,-127,-118,16,0,4
-34,-75,-127,-119,16,0,4
-34,-74,-127,-121,16,0,4
-34,-72,-127,-124,16,0,4
-34,-69,-125,-126,16,0,4
-34,-65,-123,-127,16,0,4
-34,-60,-121,-127,16,0,4
-34,-54,-121,-128,16,0,4
-34,-47,-120,-127,16,0,4
-34,-39,-121,-127,58,84,4
-31,-12,-127,-124,6,0,4
-28,-3,-128,-122,16,0,4
-24,6,-128,-120,16,0,4
-19,15,-127,-118,16,0,4
-13,24,-127,-118,16,0,4
-7,32,-127,-119,16,0,4
-1,39,-127,-121,16,0,4
5,45,-127,-124,16,0,4
11,50,-125,-126,16,0,4
17,54,-123,-127,16,0,4
23,57,-121,-127,16,0,4
29,59,-121,-128,16,0,4
35,60,-120,-127,16,0,4
41,60,-121,-127,16,0,4
47,59,-123,-127,16,0,4
53,57,-124,-125,16,0,4
59,54,-127,-124,16,0,4
64,51,-128,-122,16,0,4
68,48,-128,-120,16,0,4
71,46,-127,-118,8,0,4
73,45,-127,-118,8,0,4
74,44,-127,-119,16,0,4
75,44,-127,-121,8,0,4
75,44,-127,-124,16,0,4
74,44,-125,-126,16,0,4
71,44,-123,-127,8,0,4
67,44,-121,-127,16,0,4
62,44,-121,-128,16,0,4
56,44,-120,-127,16,0,4
49,44,-121,-127,58,2,4
14,46,-128,-120,14,0,4
7,44,-127,-118,16,0,4
0,41,-127,-118,16,0,4
-7,37,-127,-119,16,0,4
-14,32,-127,-121,16,0,4
-21,26,-127,-124,16,0,4
-28,19,-125,-126,16,0,4
-34,12,-123,-127,16,0,4
-39,5,-121,-127,16,0,4
-43,-2,-121,-128,16,0,4
-46,-9,-120,-127,16,0,4
-48,-16,-121,-127,16,0,4
-49,-22,-123,-127,8,0,4
-48,-28,-124,-125,8,0,4
-46,-34,-127,-124,16,0,4
-43,-40,-128,-122,16,0,4
-39,-46,-128,-120,16,0,4
-35,-51,-127,-118,16,0,4
-31,-55,-127,-118,16,0,4
-26,-58,-127,-119,8,0,4
-21,-60,-127,-121,16,0,4
-16,-61,-127,-124,16,0,4
-11,-61,-125,-126,16,0,4
-6,-60,-123,-127,16,0,4
-1,-58,-121,-127,16,0,4
4,-55,-121,-128,16,0,4
9,-51,-120,-127,16,0,4
14,-46,-121,-127,16,0,4
19,-40,-123,-127,16,0,4
24,-33,-124,-125,16,0,4
29,-25,-127,-124,16,0,4
33,-17,-128,-122,16,0,4
36,-9,-128,-120,16,0,4
38,-1,-127,-118,16,0,4
39,7,-127,-118,16,0,4
39,16,-127,-119,8,0,4
38,25,-127,-121,16,0,4
36,34,-127,-124,16,0,4
33,43,-125,-126,16,0,4
30,51,-123,-127,16,0,4
27,58,-121,-127,16,0,4
24,64,-121,-128,16,0,4
21,69,-120,-127,16,0,4
18,73,-121,-127,16,0,4
15,76,-123,-127,16,0,4
12,78,-124,-125,16,0,4
9,79,-127,-124,16,0,4
6,79,-128,-122,16,0,4
3,78,-128,-120,16,0,4
0,76,-127,-118,16,0,4
-3,73,-127,-118,16,0,4
-6,69,-127,-119,16,0,4
-9,64,-127,-121,16,0,4
-12,58,-127,-124,16,0,4
-15,51,-125,-126,16,0,4
-18,43,-123,-127,16,0,4
-21,34,-121,-127,16,0,4
-24,24,-121,-128,16,0,4
-26,13,-120,-127,16,0,4
-27,2,-121,-127,16,0,4
-27,-9,-123,-127,16,0,4
-26,-20,-124,-125,16,0,4
-24,-31,-127,-124,16,0,4
-22,-41,-128,-122,16,0,4
-20,-50,-128,-120,16,0,4
-18,-58,-127,-118,16,0,4
-16,-65,-127,-118,16,0,4
-14,-71,-127,-119,16,0,4
-12,-76,-127,-121,16,0,4
-10,-80,-127,-124,16,0,4
-8,-83,-125,-126,16,0,4
-6,-85,-123,-127,16,0,4
-4,-86,-121,-127,16,0,4
-2,-86,-121,-128,16,0,4
0,-85,-120,-127,16,0,4
2,-83,-121,-127,16,0,4
4,-80,-123,-127,16,0,4
6,-76,-124,-125,16,0,4
8,-71,-127,-124,16,0,4
10,-65,-128,-122,16,0,4
12,-58,-128,-120,16,0,4
14,-50,-127,-118,16,0,4
16,-41,-127,-118,16,0,4
18,-31,-127,-119,16,0,4
20,-20,-127,-121,16,0,4
21,-8,-127,-124,16,0,4
21,4,-125,-126,16,0,4
19,15,-123,-127,58,33,4
7,53,-121,-127,14,0,4
4,60,-123,-127,16,0,4
1,66,-124,-125,16,0,4
-2,71,-127,-124,16,0,4
-5,75,-128,-122,16,0,4
-8,78,-128,-120,16,0,4
-11,80,-127,-118,16,0,4
-14,81,-127,-118,16,0,4
-17,81,-127,-119,16,0,4
-20,80,-127,-121,16,0,4
-23,78,-127,-124,16,0,4
-26,75,-125,-126,16,0,4
-29,71,-123,-127,16,0,4
-32,66,-121,-127,16,0,4
-35,60,-121,-128,16,0,4
-38,53,-120,-127,16,0,4
-41,45,-121,-127,16,0,4
-44,36,-123,-127,16,0,4
-46,27,-124,-125,16,0,4
-47,18,-127,-124,16,0,4
-47,9,-128,-122,16,0,4
-46,0,-128,-120,16,0,4
-44,-9,-127,-118,16,0,4
-41,-18,-127,-118,16,0,4
-36,-28,-127,-119,58,84,4
-12,-62,-123,-127,14,0,4
-6,-68,-121,-127,16,0,4
0,-73,-121,-128,16,0,4
6,-77,-120,-127,16,0,4
12,-80,-121,-127,16,0,4
18,-82,-123,-127,16,0,4
24,-83,-124,-125,16,0,4
30,-83,-127,-124,16,0,4
36,-82,-128,-122,16,0,4
42,-80,-128,-120,16,0,4
48,-77,-127,-118,16,0,4
54,-73,-127,-118,16,0,4
60,-68,-127,-119,16,0,4
66,-62,-127,-121,16,0,4
71,-56,-127,-124,16,0,4
75,-50,-125,-126,16,0,4
78,-44,-123,-127,16,0,4
80,-38,-121,-127,16,0,4
81,-32,-121,-128,16,0,4
81,-26,-120,-127,16,0,4
80,-20,-121,-127,16,0,4
78,-14,-123,-127,16,0,4
75,-8,-124,-125,16,0,4
71,-2,-127,-124,16,0,4
66,4,-128,-122,16,0,4
60,10,-128,-120,16,0,4
53,16,-127,-118,16,0,4
45,22,-127,-118,16,0,4
36,28,-127,-119,16,0,4
27,33,-127,-121,58,21,4
-9,43,-121,-127,14,0,4
-18,43,-121,-128,16,0,4
-27,42,-120,-127,16,0,4
-36,40,-121,-127,16,0,4
-45,37,-123,-127,16,0,4
-53,34,-124,-125,16,0,4
-60,31,-127,-124,16,0,4
-66,28,-128,-122,16,0,4
-71,25,-128,-120,16,0,4
-75,22,-127,-118,16,0,4
-78,19,-127,-118,16,0,4
-80,16,-127,-119,16,0,4
-81,13,-127,-121,16,0,4
-81,10,-127,-124,16,0,4
-80,7,-125,-126,16,0,4
-78,4,-123,-127,16,0,4
-75,1,-121,-127,16,0,4
-71,-2,-121,-128,16,0,4
-66,-5,-120,-127,16,0,4
-60,-8,-121,-127,16,0,4
-53,-11,-123,-127,16,0,4
-45,-14,-124,-125,16,0,4
-36,-17,-127,-124,16,0,4
-27,-21,-128,-122,58,74,4
-47,35,47,-35,19,0,4
46,-36,-47,35,8,0,4
-45,35,43,-37,39,0,4
43,-37,-45,35,16,0,4
-42,35,39,-38,43,24,4
38,-38,-42,35,8,0,4
-38,35,32,-38,33,19,4
32,-38,-38,35,10,0,4
18,-35,-28,34,5,0,4
11,-32,-21,32,16,0,4
4,-28,-13,29,16,0,4
-3,25,-3,-23,29,40,4
-4,-24,-4,25,58,126,4
